mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn
prebreak,002866,2022-02-17,S,S,A,C,S,S,A,11.919,12.25,11.77,0.48,
prebreak,300110,2022-02-17,S,S,A,C,S,S,A,4.1687,4.37,4.15,0.22,
prebreak,300190,2022-02-17,S,S,A,A,S,S,A,5.7459,5.69,5.48,0.21,
prebreak,300231,2022-02-17,S,S,A,C,S,S,A,8.7633,8.35,7.94,0.41,
prebreak,300422,2022-02-17,S,S,A,C,S,S,A,8.16,9.17,8.75,0.42,
prebreak,600232,2022-02-17,S,S,A,A,S,S,A,4.8152,4.7,4.54,0.16,
prebreak,600419,2022-02-17,S,S,A,C,S,S,A,12.2246,12.39,11.88,0.51,
prebreak,600448,2022-02-17,S,S,A,B,S,S,A,3.32,3.3,3.12,0.18,
prebreak,600513,2022-02-17,S,S,A,C,S,S,A,8.0921,8.26,7.97,0.29,
prebreak,600790,2022-02-17,S,S,A,B,S,S,A,3.126,3.04,2.88,0.16,
prebreak,600822,2022-02-17,S,S,A,C,S,S,A,8.52,8.71,8.37,0.34,
prebreak,601519,2022-02-17,S,S,A,C,S,S,A,6.83,7.28,7.01,0.27,
prebreak,603289,2022-02-17,S,S,A,C,S,S,A,8.582,8.73,8.32,0.41,
prebreak,603797,2022-02-17,S,S,A,A,S,S,A,6.2235,6.29,6.03,0.26,
prebreak,603863,2022-02-17,S,S,A,C,S,S,A,9.0,9.07,8.61,0.46,
prebreak,000404,2022-02-18,S,S,A,B,S,S,A,3.7638,3.83,3.65,0.18,
prebreak,000521,2022-02-18,S,S,A,C,S,S,A,3.0014,3.05,2.92,0.13,
prebreak,000702,2022-02-18,S,S,A,C,S,S,A,5.21,5.31,5.05,0.26,
prebreak,000716,2022-02-18,S,S,A,C,S,S,A,3.1314,3.2,3.05,0.15,
prebreak,002181,2022-02-18,S,S,A,C,S,S,A,4.2529,4.29,4.11,0.18,
prebreak,002296,2022-02-18,S,S,A,A,S,S,A,7.4315,7.47,7.13,0.34,
prebreak,002367,2022-02-18,S,S,A,C,S,S,A,6.2926,6.4,6.14,0.26,
prebreak,002546,2022-02-18,S,S,A,B,S,S,A,3.7746,3.74,3.56,0.18,
prebreak,300349,2022-02-18,S,S,A,C,S,S,A,11.1111,10.9,10.43,0.47,
prebreak,600488,2022-02-18,S,S,A,C,S,S,A,4.0693,4.16,4.0,0.16,
prebreak,600650,2022-02-18,S,S,A,B,S,S,A,9.2784,9.12,8.77,0.35,
prebreak,600828,2022-02-18,S,S,A,C,S,S,A,3.3939,3.46,3.3,0.16,
prebreak,600967,2022-02-18,S,S,A,C,S,S,A,9.5426,9.8,9.34,0.46,
prebreak,600998,2022-02-18,S,S,A,C,S,S,A,4.2649,4.32,4.2,0.12,
prebreak,601158,2022-02-18,S,S,A,C,S,S,A,5.1565,5.2,5.01,0.19,
prebreak,601858,2022-02-18,S,S,A,C,S,S,A,8.1644,8.33,7.91,0.42,
prebreak,603012,2022-02-18,S,S,A,C,S,S,A,5.5014,5.56,5.33,0.23,
prebreak,603238,2022-02-18,S,S,A,C,S,S,A,11.8508,11.72,11.24,0.48,
prebreak,603648,2022-02-18,S,S,A,C,S,S,A,7.6743,7.88,7.51,0.37,
prebreak,603709,2022-02-18,S,S,A,B,S,S,A,8.1119,7.99,7.66,0.33,
prebreak,000011,2022-02-21,S,S,A,C,S,S,A,9.9895,10.03,9.56,0.47,
prebreak,000019,2022-02-21,S,S,A,A,S,S,A,6.3697,5.99,5.85,0.14,
prebreak,000505,2022-02-21,S,S,A,A,S,S,A,7.407,7.14,6.84,0.3,
prebreak,000715,2022-02-21,S,S,A,C,S,S,A,3.7989,3.83,3.63,0.2,
prebreak,002022,2022-02-21,S,S,A,C,S,S,A,12.8003,12.85,12.21,0.64,
prebreak,002093,2022-02-21,S,S,A,C,S,S,A,6.9027,6.71,6.38,0.33,
prebreak,002229,2022-02-21,S,S,A,C,S,S,A,6.71,6.87,6.57,0.3,
prebreak,002344,2022-02-21,S,S,A,C,S,S,A,4.5046,4.55,4.34,0.21,
prebreak,002478,2022-02-21,S,S,A,C,S,S,A,3.7744,3.75,3.55,0.2,
prebreak,002888,2022-02-21,S,S,A,C,S,S,A,12.2599,12.11,11.6,0.51,
prebreak,002910,2022-02-21,S,S,A,C,S,S,A,11.6156,11.65,11.22,0.43,
prebreak,300230,2022-02-21,S,S,A,C,S,S,A,4.0894,4.11,3.96,0.15,
prebreak,300664,2022-02-21,S,S,A,C,S,S,A,6.2153,6.32,6.01,0.31,
prebreak,600113,2022-02-21,S,S,A,C,S,S,A,6.9449,6.8,6.45,0.35,
prebreak,600503,2022-02-21,S,S,A,B,S,S,A,3.2679,3.28,3.13,0.15,
prebreak,600838,2022-02-21,S,S,A,C,S,S,A,6.3257,6.34,6.1,0.24,
prebreak,603041,2022-02-21,S,S,A,B,S,S,A,12.1654,12.3,11.73,0.57,
prebreak,603601,2022-02-21,S,S,A,C,S,S,A,6.9376,7.06,6.81,0.25,
prebreak,000010,2022-02-22,S,S,A,C,S,S,A,3.79,3.65,3.51,0.14,
prebreak,000581,2022-02-22,S,S,A,C,S,S,A,17.0348,17.54,16.91,0.63,
prebreak,000582,2022-02-22,S,S,A,C,S,S,A,7.1741,7.33,7.07,0.26,
prebreak,000813,2022-02-22,S,S,A,C,S,S,A,3.71,3.75,3.58,0.17,
prebreak,002224,2022-02-22,S,S,A,C,S,S,A,5.3026,5.45,5.23,0.22,
prebreak,002262,2022-02-22,S,S,A,C,S,S,A,12.8356,13.23,12.73,0.5,
prebreak,002277,2022-02-22,S,S,A,C,S,S,A,3.257,3.32,3.18,0.14,
prebreak,002278,2022-02-22,S,S,A,C,S,S,A,5.7978,5.93,5.66,0.27,
prebreak,002381,2022-02-22,S,S,A,B,S,S,A,6.7554,7.03,6.68,0.35,
prebreak,002401,2022-02-22,S,S,A,C,S,S,A,9.7325,9.61,9.2,0.41,
prebreak,002457,2022-02-22,S,S,A,C,S,S,A,8.4592,8.73,8.27,0.46,
prebreak,300238,2022-02-22,S,S,A,C,S,S,A,15.36,15.68,15.05,0.63,
prebreak,600064,2022-02-22,S,S,A,C,S,S,A,5.3824,5.48,5.24,0.24,
prebreak,600551,2022-02-22,S,S,A,C,S,S,A,4.9923,5.12,4.88,0.24,
prebreak,600606,2022-02-22,S,S,A,C,S,S,A,4.1455,4.19,3.97,0.22,
prebreak,600628,2022-02-22,S,S,A,C,S,S,A,7.1816,7.4,7.09,0.31,
prebreak,600694,2022-02-22,S,S,A,C,S,S,A,11.4179,11.79,11.31,0.48,
prebreak,600858,2022-02-22,S,S,A,B,S,S,A,5.0318,5.18,4.92,0.26,
prebreak,601086,2022-02-22,S,S,A,C,S,S,A,3.525,3.64,3.48,0.16,
prebreak,601211,2022-02-22,S,S,A,C,S,S,A,14.6314,15.19,14.53,0.66,
prebreak,601512,2022-02-22,S,S,A,C,S,S,A,7.7716,7.85,7.61,0.24,
prebreak,603042,2022-02-22,S,S,A,C,S,S,A,10.3188,10.75,10.28,0.47,
prebreak,603828,2022-02-22,S,S,A,C,S,S,A,4.05,3.98,3.78,0.2,
prebreak,603999,2022-02-22,S,S,A,C,S,S,A,5.3729,5.54,5.25,0.29,
prebreak,000096,2022-02-23,S,S,A,B,S,S,A,8.6115,8.36,7.99,0.37,
prebreak,000548,2022-02-23,S,S,A,C,S,S,A,4.059,4.04,3.84,0.2,
prebreak,000905,2022-02-23,S,S,A,C,S,S,A,6.9881,7.3,6.96,0.34,
prebreak,002020,2022-02-23,S,S,A,C,S,S,A,7.5407,7.59,7.26,0.33,
prebreak,002098,2022-02-23,S,S,A,C,S,S,A,6.2835,6.4,6.13,0.27,
prebreak,002315,2022-02-23,S,S,A,B,S,S,A,11.1423,11.12,10.65,0.47,
prebreak,002406,2022-02-23,S,S,A,B,S,S,A,5.3195,5.32,5.1,0.22,
prebreak,002666,2022-02-23,S,S,A,B,S,S,A,5.0949,5.06,4.84,0.22,
prebreak,002798,2022-02-23,S,S,A,C,S,S,A,12.7228,13.03,12.49,0.54,
prebreak,002800,2022-02-23,S,S,A,C,S,S,A,10.4331,10.54,10.02,0.52,
prebreak,002848,2022-02-23,S,S,A,B,S,S,A,9.65,9.05,8.58,0.47,
prebreak,002877,2022-02-23,S,S,A,C,S,S,A,6.8048,6.81,6.53,0.28,
prebreak,300180,2022-02-23,S,S,A,C,S,S,A,4.9321,5.11,4.85,0.26,
prebreak,300197,2022-02-23,S,S,A,C,S,S,A,2.91,2.87,2.74,0.13,
prebreak,300388,2022-02-23,S,S,A,C,S,S,A,7.1028,7.21,6.9,0.31,
prebreak,600094,2022-02-23,S,S,A,C,S,S,A,3.6843,3.77,3.59,0.18,
prebreak,600279,2022-02-23,S,S,A,C,S,S,A,3.8991,4.03,3.87,0.16,
prebreak,600345,2022-02-23,S,S,A,B,S,S,A,16.3877,15.88,15.3,0.58,
prebreak,600388,2022-02-23,S,S,A,B,S,S,A,8.117,7.95,7.55,0.4,
prebreak,600689,2022-02-23,S,S,A,C,S,S,A,7.6069,7.78,7.39,0.39,
prebreak,600736,2022-02-23,S,S,A,C,S,S,A,4.5638,4.68,4.44,0.24,
prebreak,600776,2022-02-23,S,S,A,C,S,S,A,10.892,10.77,10.3,0.47,
prebreak,600865,2022-02-23,S,S,A,C,S,S,A,8.3715,8.41,8.11,0.3,
prebreak,601949,2022-02-23,S,S,A,C,S,S,A,5.0886,5.25,4.99,0.26,
prebreak,603093,2022-02-23,S,S,A,C,S,S,A,8.8866,8.86,8.43,0.43,
prebreak,603226,2022-02-23,S,S,A,C,S,S,A,5.3336,5.37,5.17,0.2,
prebreak,603615,2022-02-23,S,S,A,B,S,S,A,8.6682,8.59,8.13,0.46,
prebreak,000691,2022-02-24,S,S,A,C,S,S,A,4.7,4.85,4.61,0.24,
prebreak,000788,2022-02-24,S,S,A,B,S,S,A,6.758,6.26,5.99,0.27,
prebreak,000926,2022-02-24,S,S,A,C,S,S,A,3.0728,3.08,2.93,0.15,
prebreak,002137,2022-02-24,S,S,A,B,S,S,A,5.5981,5.53,5.28,0.25,
prebreak,002146,2022-02-24,S,S,A,C,S,S,A,4.02,4.23,4.05,0.18,
prebreak,002150,2022-02-24,S,S,A,A,S,S,A,6.5728,6.33,6.08,0.25,
prebreak,002373,2022-02-24,S,S,A,C,S,S,A,13.7707,14.05,13.45,0.6,
prebreak,002393,2022-02-24,S,S,A,C,S,S,A,11.0653,11.32,10.95,0.37,
prebreak,002403,2022-02-24,S,S,A,C,S,S,A,6.682,7.0,6.76,0.24,
prebreak,002591,2022-02-24,S,S,A,C,S,S,A,5.78,5.65,5.39,0.26,
prebreak,002718,2022-02-24,S,S,A,C,S,S,A,12.2389,11.83,11.24,0.59,
prebreak,002787,2022-02-24,S,S,A,C,S,S,A,5.862,6.14,5.88,0.26,
prebreak,300422,2022-02-24,S,S,A,C,S,S,A,7.85,8.3,7.96,0.34,
prebreak,600528,2022-02-24,S,S,A,C,S,S,A,7.7798,8.39,8.04,0.35,
prebreak,600790,2022-02-24,S,S,A,C,S,S,A,2.9672,3.13,2.97,0.16,
prebreak,600822,2022-02-24,S,S,A,C,S,S,A,8.49,8.77,8.44,0.33,
prebreak,601519,2022-02-24,S,S,A,B,S,S,A,6.77,7.04,6.77,0.27,
prebreak,603810,2022-02-24,S,S,A,C,S,S,A,13.7646,12.9,12.25,0.65,
prebreak,603863,2022-02-24,S,S,A,C,S,S,A,9.31,9.07,8.61,0.46,
prebreak,000062,2022-02-25,S,S,A,C,S,S,A,13.3578,13.76,13.04,0.72,
prebreak,000404,2022-02-25,S,S,A,B,S,S,A,3.772,3.86,3.66,0.2,
prebreak,000417,2022-02-25,S,S,A,C,S,S,A,4.1247,4.36,4.13,0.23,
prebreak,000521,2022-02-25,S,S,A,C,S,S,A,2.932,3.06,2.93,0.13,
prebreak,000716,2022-02-25,S,S,A,C,S,S,A,3.102,3.21,3.04,0.17,
prebreak,002038,2022-02-25,S,S,A,C,S,S,A,9.815,9.77,9.39,0.38,
prebreak,002181,2022-02-25,S,S,A,C,S,S,A,4.1197,4.32,4.14,0.18,
prebreak,002296,2022-02-25,S,S,A,B,S,S,A,7.3739,7.52,7.23,0.29,
prebreak,300244,2022-02-25,S,S,A,C,S,S,A,26.9195,27.0,25.64,1.36,
prebreak,300349,2022-02-25,S,S,A,A,S,S,A,11.4235,11.35,10.81,0.54,
prebreak,600020,2022-02-25,S,S,A,C,S,S,A,2.8198,2.94,2.84,0.1,
prebreak,600249,2022-02-25,S,S,A,C,S,S,A,4.7676,5.02,4.84,0.18,
prebreak,600488,2022-02-25,S,S,A,C,S,S,A,4.1352,4.23,4.0,0.23,
prebreak,600626,2022-02-25,S,S,A,C,S,S,A,3.7786,3.92,3.71,0.21,
prebreak,600650,2022-02-25,S,S,A,C,S,S,A,9.0712,9.43,9.1,0.33,
prebreak,600828,2022-02-25,S,S,A,C,S,S,A,3.3207,3.46,3.3,0.16,
prebreak,600998,2022-02-25,S,S,A,C,S,S,A,4.1086,4.32,4.15,0.17,
prebreak,601098,2022-02-25,S,S,A,C,S,S,A,7.4165,7.91,7.5,0.41,
prebreak,603648,2022-02-25,S,S,A,C,S,S,A,7.3462,7.72,7.44,0.28,
prebreak,000011,2022-02-28,S,S,A,C,S,S,A,9.4564,10.03,9.56,0.47,
prebreak,000019,2022-02-28,S,S,A,B,S,S,A,6.666,5.99,5.85,0.14,
prebreak,000715,2022-02-28,S,S,A,B,S,S,A,3.7327,3.83,3.67,0.16,
prebreak,000726,2022-02-28,S,S,A,C,S,S,A,5.8831,6.42,6.09,0.33,
prebreak,002065,2022-02-28,S,S,A,C,S,S,A,7.9075,8.07,7.67,0.4,
prebreak,002861,2022-02-28,S,S,A,C,S,S,A,12.1768,12.5,11.94,0.56,
prebreak,600503,2022-02-28,S,S,A,B,S,S,A,3.1085,3.28,3.13,0.15,
prebreak,600604,2022-02-28,S,S,A,C,S,S,A,5.3372,5.62,5.37,0.25,
prebreak,600621,2022-02-28,S,S,A,C,S,S,A,11.7569,12.39,11.85,0.54,
prebreak,600838,2022-02-28,S,S,A,B,S,S,A,6.2966,6.44,6.14,0.3,
prebreak,603528,2022-02-28,S,S,A,C,S,S,A,6.1968,6.23,5.97,0.26,
prebreak,000582,2022-03-01,S,S,A,C,S,S,A,7.0667,7.33,7.07,0.26,
prebreak,000987,2022-03-01,S,S,A,C,S,S,A,5.7177,5.66,5.41,0.25,
prebreak,002030,2022-03-01,S,S,A,C,S,S,A,14.8926,15.04,14.4,0.64,
prebreak,002224,2022-03-01,S,S,A,C,S,S,A,5.2542,5.42,5.23,0.19,
prebreak,002262,2022-03-01,S,S,A,C,S,S,A,12.2775,13.18,12.65,0.53,
prebreak,002277,2022-03-01,S,S,A,C,S,S,A,3.1974,3.32,3.18,0.14,
prebreak,002381,2022-03-01,S,S,A,C,S,S,A,7.1733,6.76,6.48,0.28,
prebreak,002401,2022-03-01,S,S,A,C,S,S,A,9.6171,9.61,9.2,0.41,
prebreak,300238,2022-03-01,S,S,A,C,S,S,A,15.5,15.68,15.05,0.63,
prebreak,600064,2022-03-01,S,S,A,C,S,S,A,5.3435,5.47,5.22,0.25,
prebreak,600208,2022-03-01,S,S,A,C,S,S,A,2.9501,3.08,2.92,0.16,
prebreak,600551,2022-03-01,S,S,A,C,S,S,A,4.9259,5.11,4.88,0.23,
prebreak,600606,2022-03-01,S,S,A,C,S,S,A,3.9273,4.19,3.97,0.22,
prebreak,600628,2022-03-01,S,S,A,C,S,S,A,7.0067,7.39,7.09,0.3,
prebreak,600858,2022-03-01,S,S,A,C,S,S,A,4.8352,5.18,4.92,0.26,
prebreak,601512,2022-03-01,S,S,A,C,S,S,A,7.5991,7.83,7.48,0.35,
prebreak,603999,2022-03-01,S,S,A,C,S,S,A,5.2767,5.54,5.25,0.29,
prebreak,000096,2022-03-02,S,S,A,C,S,S,A,8.5478,8.36,7.99,0.37,
prebreak,000548,2022-03-02,S,S,A,C,S,S,A,4.1259,4.04,3.84,0.2,
prebreak,000905,2022-03-02,S,S,A,B,S,S,A,7.7614,7.3,6.96,0.34,
prebreak,002020,2022-03-02,S,S,A,C,S,S,A,7.698,7.73,7.33,0.4,
prebreak,002877,2022-03-02,S,S,A,C,S,S,A,6.8536,6.84,6.52,0.32,
prebreak,300180,2022-03-02,S,S,A,C,S,S,A,5.3914,5.11,4.85,0.26,
prebreak,300197,2022-03-02,S,S,A,C,S,S,A,2.89,2.87,2.74,0.13,
prebreak,600094,2022-03-02,S,S,A,C,S,S,A,3.6249,3.71,3.53,0.18,
prebreak,600125,2022-03-02,S,S,A,B,S,S,A,5.488,5.29,5.04,0.25,
prebreak,600279,2022-03-02,S,S,A,A,S,S,A,4.1494,4.03,3.87,0.16,
prebreak,600345,2022-03-02,S,S,A,C,S,S,A,16.2007,15.88,15.3,0.58,
prebreak,600439,2022-03-02,S,S,A,C,S,S,A,2.9658,3.08,2.95,0.13,
prebreak,600736,2022-03-02,S,S,A,C,S,S,A,4.5542,4.68,4.44,0.24,
prebreak,600776,2022-03-02,S,S,A,C,S,S,A,10.7261,10.97,10.47,0.5,
prebreak,601949,2022-03-02,S,S,A,C,S,S,A,4.9256,5.25,4.99,0.26,
prebreak,603093,2022-03-02,S,S,A,C,S,S,A,9.0345,8.97,8.59,0.38,
prebreak,603226,2022-03-02,S,S,A,B,S,S,A,5.41,5.37,5.12,0.25,
prebreak,000691,2022-03-03,S,S,A,C,S,S,A,4.95,4.85,4.61,0.24,
prebreak,000850,2022-03-03,S,S,A,C,S,S,A,4.1499,4.14,3.95,0.19,
prebreak,000926,2022-03-03,S,S,A,C,S,S,A,3.179,3.2,3.03,0.17,
prebreak,002146,2022-03-03,S,S,A,C,S,S,A,3.96,4.23,4.05,0.18,
prebreak,002373,2022-03-03,S,S,A,C,S,S,A,13.6124,14.15,13.55,0.6,
prebreak,002393,2022-03-03,S,S,A,C,S,S,A,12.4996,11.32,10.95,0.37,
prebreak,002458,2022-03-03,S,S,A,C,S,S,A,6.9568,7.32,7.0,0.32,
prebreak,002591,2022-03-03,S,S,A,C,S,S,A,5.87,5.99,5.69,0.3,
prebreak,002718,2022-03-03,S,S,A,B,S,S,A,12.572,11.83,11.24,0.59,
prebreak,002887,2022-03-03,S,S,A,C,S,S,A,8.8805,8.99,8.53,0.46,
prebreak,600051,2022-03-03,S,S,A,A,S,S,A,8.0902,7.22,6.88,0.34,
prebreak,600528,2022-03-03,S,S,A,C,S,S,A,8.1338,8.11,7.68,0.43,
prebreak,600790,2022-03-03,S,S,A,C,S,S,A,3.1344,3.13,2.97,0.16,
prebreak,601519,2022-03-03,S,S,A,C,S,S,A,6.78,6.87,6.64,0.23,
prebreak,601658,2022-03-03,S,S,A,B,S,S,A,4.5527,4.51,4.27,0.24,
prebreak,603810,2022-03-03,S,S,A,C,S,S,A,13.8423,12.9,12.25,0.65,
prebreak,688010,2022-03-03,S,S,A,C,S,S,A,24.5267,25.09,24.19,0.9,
prebreak,000089,2022-03-04,S,S,A,C,S,S,A,7.0694,7.14,6.86,0.28,
prebreak,000417,2022-03-04,S,S,A,C,S,S,A,4.1799,4.26,4.05,0.21,
prebreak,000501,2022-03-04,S,S,A,C,S,S,A,9.9105,10.03,9.56,0.47,
prebreak,000521,2022-03-04,S,S,A,B,S,S,A,3.1055,3.06,2.93,0.13,
prebreak,002038,2022-03-04,S,S,A,A,S,S,A,10.0157,10.23,9.72,0.51,
prebreak,002050,2022-03-04,S,S,A,C,S,S,A,18.1616,19.51,18.59,0.92,
prebreak,002181,2022-03-04,S,S,A,C,S,S,A,4.0721,4.19,4.01,0.18,
prebreak,002569,2022-03-04,S,S,A,C,S,S,A,7.96,7.85,7.49,0.36,
prebreak,300349,2022-03-04,S,S,A,C,S,S,A,11.6109,11.35,10.81,0.54,
prebreak,600249,2022-03-04,S,S,A,B,S,S,A,5.498,5.02,4.84,0.18,
prebreak,600630,2022-03-04,S,S,A,C,S,S,A,5.239,5.25,4.98,0.27,
prebreak,600826,2022-03-04,S,S,A,C,S,S,A,5.3907,5.55,5.29,0.26,
prebreak,600828,2022-03-04,S,S,A,A,S,S,A,3.4945,3.43,3.28,0.15,
prebreak,600998,2022-03-04,S,S,A,S,S,S,A,4.4586,4.26,4.05,0.21,
prebreak,601098,2022-03-04,S,S,A,C,S,S,A,7.5242,7.91,7.5,0.41,
prebreak,601858,2022-03-04,S,S,A,C,S,S,A,8.3112,8.42,8.04,0.38,
prebreak,603012,2022-03-04,S,S,A,B,S,S,A,5.5655,5.58,5.33,0.25,
prebreak,603648,2022-03-04,S,S,A,C,S,S,A,7.7332,7.58,7.21,0.37,
prebreak,000011,2022-03-07,S,S,A,B,S,S,A,9.535,9.85,9.38,0.47,
prebreak,000020,2022-03-07,S,S,A,C,S,S,A,9.3,9.77,9.28,0.49,
prebreak,000712,2022-03-07,S,S,A,C,S,S,A,14.68,15.33,14.56,0.77,
prebreak,000715,2022-03-07,S,S,A,B,S,S,A,3.7768,3.77,3.58,0.19,
prebreak,000882,2022-03-07,S,S,A,C,S,S,A,2.03,2.06,1.98,0.08,
prebreak,002819,2022-03-07,S,S,A,C,S,S,A,30.874,33.26,31.72,1.54,
prebreak,002861,2022-03-07,S,S,A,C,S,S,A,12.1866,12.51,12.0,0.51,
prebreak,600503,2022-03-07,S,S,A,C,S,S,A,3.1284,3.27,3.11,0.16,
prebreak,600615,2022-03-07,S,S,A,C,S,S,A,6.8273,7.19,6.83,0.36,
prebreak,600838,2022-03-07,S,S,A,C,S,S,A,6.4224,6.59,6.28,0.31,
prebreak,601360,2022-03-07,S,S,A,C,S,S,A,9.98,10.48,10.05,0.43,
prebreak,603528,2022-03-07,S,S,A,C,S,S,A,6.4628,6.23,5.97,0.26,
prebreak,000581,2022-03-08,S,S,A,C,S,S,A,15.5175,16.59,15.78,0.81,
prebreak,000582,2022-03-08,S,S,A,C,S,S,A,6.7711,7.33,7.07,0.26,
prebreak,000886,2022-03-08,S,S,A,C,S,S,A,3.6674,3.89,3.71,0.18,
prebreak,002277,2022-03-08,S,S,A,C,S,S,A,3.1577,3.28,3.11,0.17,
prebreak,002381,2022-03-08,S,S,A,C,S,S,A,6.6858,7.37,7.03,0.34,
prebreak,002401,2022-03-08,S,S,A,C,S,S,A,9.0496,9.83,9.32,0.51,
prebreak,300238,2022-03-08,S,S,A,C,S,S,A,14.14,15.83,15.23,0.6,
prebreak,600208,2022-03-08,S,S,A,C,S,S,A,2.8508,3.04,2.91,0.13,
prebreak,600551,2022-03-08,S,S,A,C,S,S,A,5.9533,5.11,4.88,0.23,
prebreak,600694,2022-03-08,S,S,A,C,S,S,A,11.1515,11.77,11.2,0.57,
prebreak,600858,2022-03-08,S,S,A,C,S,S,A,4.7762,5.18,4.92,0.26,
prebreak,601512,2022-03-08,S,S,A,C,S,S,A,7.4352,7.75,7.4,0.35,
prebreak,603696,2022-03-08,S,S,A,C,S,S,A,7.889,8.52,8.11,0.41,
prebreak,000096,2022-03-09,S,S,A,C,S,S,A,7.774,8.36,7.99,0.37,
prebreak,000523,2022-03-09,S,S,A,B,S,S,A,3.12,3.4,3.24,0.16,
prebreak,000548,2022-03-09,S,S,A,C,S,S,A,3.9349,4.21,4.01,0.2,
prebreak,000905,2022-03-09,S,S,A,C,S,S,A,7.1484,7.3,6.96,0.34,
prebreak,002020,2022-03-09,S,S,A,C,S,S,A,7.1912,7.88,7.5,0.38,
prebreak,002848,2022-03-09,S,S,A,C,S,S,A,9.25,9.05,8.58,0.47,
prebreak,300197,2022-03-09,S,S,A,C,S,S,A,2.68,2.91,2.78,0.13,
prebreak,600094,2022-03-09,S,S,A,B,S,S,A,3.7438,3.71,3.53,0.18,
prebreak,600125,2022-03-09,S,S,A,B,S,S,A,5.0008,5.29,5.04,0.25,
prebreak,600279,2022-03-09,S,S,A,C,S,S,A,3.9087,4.03,3.87,0.16,
prebreak,600345,2022-03-09,S,S,A,C,S,S,A,14.8523,16.29,15.61,0.68,
prebreak,600439,2022-03-09,S,S,A,C,S,S,A,2.8563,3.04,2.89,0.15,
prebreak,000926,2022-03-10,S,S,A,C,S,S,A,2.9525,3.2,3.04,0.16,
prebreak,002146,2022-03-10,S,S,A,C,S,S,A,3.61,4.02,3.85,0.17,
prebreak,002150,2022-03-10,S,S,A,C,S,S,A,6.5441,6.33,6.08,0.25,
prebreak,002718,2022-03-10,S,S,A,C,S,S,A,11.9439,11.83,11.24,0.59,
prebreak,002867,2022-03-10,S,S,A,C,S,S,A,12.8049,15.19,14.42,0.77,
prebreak,002887,2022-03-10,S,S,A,C,S,S,A,8.5904,8.99,8.53,0.46,
prebreak,600649,2022-03-10,S,S,A,C,S,S,A,3.7667,4.01,3.85,0.16,
prebreak,600822,2022-03-10,S,S,A,C,S,S,A,8.42,8.77,8.44,0.33,
prebreak,601658,2022-03-10,S,S,A,C,S,S,A,4.2393,4.51,4.27,0.24,
prebreak,000089,2022-03-11,S,S,A,C,S,S,A,6.6845,7.14,6.86,0.28,
prebreak,000417,2022-03-11,S,S,A,C,S,S,A,4.0787,4.26,4.04,0.22,
prebreak,000501,2022-03-11,S,S,A,C,S,S,A,9.6166,10.03,9.56,0.47,
prebreak,000521,2022-03-11,S,S,A,B,S,S,A,3.1141,3.06,2.93,0.13,
prebreak,000716,2022-03-11,S,S,A,B,S,S,A,3.102,3.22,3.07,0.15,
prebreak,002038,2022-03-11,S,S,A,C,S,S,A,9.6238,10.24,9.79,0.45,
prebreak,002569,2022-03-11,S,S,A,C,S,S,A,7.82,8.07,7.71,0.36,
prebreak,300349,2022-03-11,S,S,A,C,S,S,A,10.5757,11.35,10.81,0.54,
prebreak,600020,2022-03-11,S,S,A,C,S,S,A,2.8112,2.94,2.81,0.13,
prebreak,600249,2022-03-11,S,S,A,A,S,S,A,6.1002,5.02,4.84,0.18,
prebreak,600380,2022-03-11,S,S,A,C,S,S,A,10.781,11.62,11.13,0.49,
prebreak,600630,2022-03-11,S,S,A,C,S,S,A,5.1402,5.25,4.98,0.27,
prebreak,600826,2022-03-11,S,S,A,C,S,S,A,5.2273,5.58,5.32,0.26,
prebreak,600828,2022-03-11,S,S,A,C,S,S,A,3.3756,3.43,3.28,0.15,
prebreak,600998,2022-03-11,S,S,A,C,S,S,A,4.118,4.26,4.05,0.21,
prebreak,601858,2022-03-11,S,S,A,C,S,S,A,8.4121,8.35,7.92,0.43,
prebreak,603012,2022-03-11,S,S,A,C,S,S,A,5.355,5.7,5.41,0.29,
prebreak,603648,2022-03-11,S,S,A,C,S,S,A,7.6154,7.58,7.21,0.37,
prebreak,000011,2022-03-14,S,S,A,C,S,S,A,8.8708,9.85,9.38,0.47,
prebreak,000715,2022-03-14,S,S,A,C,S,S,A,3.6369,3.77,3.58,0.19,
prebreak,000726,2022-03-14,S,S,A,C,S,S,A,5.6619,6.42,6.09,0.33,
prebreak,002391,2022-03-14,S,S,A,C,S,S,A,6.1908,6.66,6.37,0.29,
prebreak,002819,2022-03-14,S,S,A,C,S,S,A,29.6196,33.26,31.72,1.54,
prebreak,600503,2022-03-14,S,S,A,C,S,S,A,2.979,3.27,3.11,0.16,
prebreak,600838,2022-03-14,S,S,A,C,S,S,A,6.3257,6.59,6.28,0.31,
prebreak,603041,2022-03-14,S,S,A,C,S,S,A,11.3757,12.38,11.86,0.52,
prebreak,000006,2022-03-15,S,S,A,C,S,S,A,3.732,4.29,4.07,0.22,
prebreak,000010,2022-03-15,S,S,A,C,S,S,A,3.25,3.77,3.6,0.17,
prebreak,000429,2022-03-15,S,S,A,C,S,S,A,5.4795,5.98,5.71,0.27,
prebreak,000582,2022-03-15,S,S,A,C,S,S,A,6.3054,7.33,7.07,0.26,
