code,date,grade,entry,risk,trig_pct,variant,r_full,r_money,weight,chase_pct,kind
600585,2025-09-19,A,22.95,1.11,0.0195,B1,-0.036,-0.036,1.0,-0.0087,confirm_add
600754,2025-09-19,A,23.44,0.98,-0.0213,B1,-0.465,-0.232,0.5,,reject_half
600886,2025-09-19,A,13.82,0.63,-0.0049,B1,-0.044,-0.044,1.0,0.0092,confirm_add
600958,2025-09-19,B,10.87,0.53,0.069,B1,0.326,0.163,0.5,,reject_half
601001,2025-09-19,A,12.73,0.6,-0.014,B1,3.253,3.253,1.0,0.0397,confirm_add
601567,2025-09-19,S,22.64,1.01,0.0721,B1,0.31,0.31,1.0,0.0054,limit_up_direct_add
603393,2025-09-19,A,29.44,0.91,0.0134,B1,0.582,0.582,1.0,0.0132,confirm_add
603698,2025-09-19,S,17.14,0.62,-0.0016,B1,3.256,3.256,1.0,0.0275,confirm_add
603885,2025-09-19,A,13.38,0.71,0.0149,B1,-0.046,-0.023,0.5,,reject_half
605507,2025-09-19,B,16.13,0.64,0.0319,B1,-1.0,-1.0,1.0,0.0073,confirm_add
688334,2025-09-19,A,19.29,0.9,-0.0072,B1,1.504,1.504,1.0,0.0244,confirm_add
688596,2025-09-19,S,36.35,1.81,0.0084,B1,1.762,1.762,1.0,0.0299,confirm_add
000623,2025-09-22,A,18.95,0.83,0.0669,B1,1.801,1.801,1.0,-0.0044,confirm_add
000708,2025-09-22,S,12.74,0.61,0.0279,B1,2.24,2.24,1.0,0.0113,confirm_add
000885,2025-09-22,S,14.83,0.71,0.1001,B1,-0.569,-0.569,1.0,-0.0552,limit_up_direct_add
001201,2025-09-22,S,16.47,0.79,0.0224,B1,-0.443,-0.222,0.5,,reject_half
001872,2025-09-22,A,20.21,0.78,0.0156,B1,-0.411,-0.205,0.5,,reject_half
002039,2025-09-22,A,16.35,0.73,0.023,B1,1.6,1.6,1.0,0.0059,confirm_add
600285,2025-09-22,A,21.82,0.86,0.0066,B1,0.178,0.178,1.0,0.0044,confirm_add
600388,2025-09-22,B,12.91,0.58,0.0067,B1,5.183,5.183,1.0,0.014,confirm_add
600426,2025-09-22,B,20.25,0.9,0.0098,B1,-1.0,-1.0,1.0,0.0056,confirm_add
600587,2025-09-22,A,16.22,0.61,0.0373,B1,-0.24,-0.24,1.0,-0.0082,confirm_add
600739,2025-09-22,A,12.28,0.61,0.0485,B1,-0.002,-0.001,0.5,,reject_half
600833,2025-09-22,A,13.53,0.7,0.0036,B1,-1.0,-1.0,1.0,0.0254,confirm_add
600885,2025-09-22,B,26.83,1.42,-0.0049,B1,-0.528,-0.264,0.5,,reject_half
600900,2025-09-22,A,26.89,0.88,0.0022,B1,0.63,0.63,1.0,0.0072,confirm_add
600985,2025-09-22,A,12.18,0.54,0.0064,B1,1.969,1.969,1.0,0.0024,confirm_add
600993,2025-09-22,A,26.75,1.19,0.0296,B1,0.178,0.178,1.0,0.0144,confirm_add
601009,2025-09-22,A,10.84,0.55,-0.0142,B1,-1.0,-0.5,0.5,,stop_half
601066,2025-09-22,A,26.72,0.89,0.0463,B1,-0.06,-0.03,0.5,,reject_half
601225,2025-09-22,A,19.83,0.83,0.0093,B1,-0.323,-0.161,0.5,,reject_half
601318,2025-09-22,A,54.8,2.55,0.0235,B1,0.426,0.426,1.0,0.0036,confirm_add
601788,2025-09-22,A,19.12,0.96,0.0297,B1,-0.291,-0.145,0.5,,reject_half
601838,2025-09-22,A,17.79,0.89,-0.0075,B1,-0.317,-0.158,0.5,,reject_half
603231,2025-09-22,A,18.79,0.88,0.0214,B1,-0.529,-0.264,0.5,,reject_half
603279,2025-09-22,A,15.48,0.62,0.0144,B1,-0.126,-0.063,0.5,,reject_half
603368,2025-09-22,A,17.65,0.58,-0.0247,B1,0.132,0.132,1.0,0.0171,confirm_add
688575,2025-09-22,S,15.07,0.67,0.0274,B1,-0.124,-0.062,0.5,,no_confirm_space
000400,2025-09-24,S,23.8,1.19,0.0168,B1,1.788,1.788,1.0,0.0085,confirm_add
000411,2025-09-24,A,11.08,0.56,-0.0131,B1,-0.122,-0.061,0.5,,reject_half
000625,2025-09-24,A,12.26,0.51,0.0097,B1,-0.263,-0.263,1.0,0.008,confirm_add
000651,2025-09-24,A,39.95,1.57,-0.0135,B1,-0.163,-0.082,0.5,,reject_half
000792,2025-09-24,A,20.77,0.89,0.0317,B1,4.899,4.899,1.0,0.0748,confirm_add
002001,2025-09-24,S,23.71,1.0,0.0516,B1,-0.218,-0.109,0.5,,reject_half
002179,2025-09-24,A,39.4,1.38,-0.0215,B1,-1.0,-1.0,1.0,0.0091,confirm_add
002368,2025-09-24,B,27.45,1.35,0.0109,B1,-0.244,-0.122,0.5,,reject_half
002521,2025-09-24,A,9.7,0.51,0.018,B1,-1.0,-0.5,0.5,,stop_half
002601,2025-09-24,B,18.88,0.92,-0.0005,B1,-1.0,-1.0,1.0,0.0047,confirm_add
002841,2025-09-24,A,39.81,2.08,0.0191,B1,-0.277,-0.138,0.5,,reject_half
600109,2025-09-24,A,10.14,0.53,0.0307,B1,-0.007,-0.007,1.0,0.0288,confirm_add
600141,2025-09-24,B,27.67,1.37,0.0338,B1,-1.0,-1.0,1.0,0.0579,confirm_add
600188,2025-09-24,A,13.22,0.63,0.0029,B1,-0.006,-0.003,0.5,,reject_half
600352,2025-09-24,A,9.84,0.51,0.0231,B1,0.648,0.648,1.0,0.001,confirm_add
600535,2025-09-24,A,15.84,0.63,-0.0013,B1,-1.0,-0.5,0.5,,stop_half
600938,2025-09-24,A,25.64,0.75,0.0113,B1,-0.301,-0.15,0.5,,reject_half
600999,2025-09-24,A,17.23,0.83,0.0165,B1,-0.623,-0.311,0.5,,reject_half
601126,2025-09-24,A,18.18,0.96,-0.0044,B1,11.047,11.047,1.0,0.0483,confirm_add
601211,2025-09-24,A,18.59,0.72,0.0198,B1,-0.564,-0.282,0.5,,reject_half
603439,2025-09-24,A,13.15,0.51,-0.0039,B1,-1.0,-0.5,0.5,,stop_half
603755,2025-09-24,B,26.66,1.27,-0.0022,B1,6.266,6.266,1.0,0.0128,confirm_add
603877,2025-09-24,A,14.02,0.53,-0.0357,B1,-1.0,-0.5,0.5,,stop_half
688349,2025-09-24,B,21.64,1.1,-0.0006,B1,0.735,0.735,1.0,0.001,confirm_add
000682,2025-09-26,A,12.24,0.61,0.0291,B1,-1.0,-1.0,1.0,0.0226,confirm_add
000786,2025-09-26,A,24.1,1.18,0.0119,B1,-0.755,-0.377,0.5,,reject_half
002223,2025-09-26,A,37.7,1.96,0.0104,B1,-1.0,-1.0,1.0,-0.0013,confirm_add
300015,2025-09-26,S,12.32,0.51,0.0348,B1,-0.046,-0.023,0.5,,reject_half
300181,2025-09-26,A,17.87,0.78,0.0185,B1,-1.0,-1.0,1.0,0.0143,confirm_add
600012,2025-09-26,A,12.92,0.67,0.0195,B1,-0.255,-0.127,0.5,,reject_half
600038,2025-09-26,A,35.9,1.35,0.0137,B1,-0.044,-0.044,1.0,0.0019,confirm_add
600062,2025-09-26,A,18.63,0.67,0.0132,B1,-0.043,-0.021,0.5,,reject_half
600066,2025-09-26,A,27.97,1.15,0.0519,B1,-1.0,-1.0,1.0,0.0105,confirm_add
600161,2025-09-26,A,19.25,0.59,0.0041,B1,-0.25,-0.125,0.5,,reject_half
600295,2025-09-26,A,9.5,0.5,0.0049,B1,2.628,2.628,1.0,0.0274,confirm_add
600323,2025-09-26,S,26.68,1.09,0.0311,B1,1.422,1.422,1.0,0.0039,confirm_add
600377,2025-09-26,A,12.51,0.59,0.0085,B1,1.027,1.027,1.0,0.0292,confirm_add
600378,2025-09-26,B,29.98,1.43,0.0324,B1,-1.0,-1.0,1.0,0.0033,confirm_add
600460,2025-09-26,A,31.18,1.56,-0.0048,B1,-0.01,-0.01,1.0,0.0116,confirm_add
600566,2025-09-26,A,23.92,0.93,-0.0051,B1,-0.551,-0.275,0.5,,reject_half
600585,2025-09-26,A,22.64,1.03,0.0185,B1,-0.197,-0.197,1.0,0.0195,confirm_add
600887,2025-09-26,A,26.45,1.04,0.0043,B1,-0.136,-0.068,0.5,,reject_half
600958,2025-09-26,B,10.45,0.51,0.069,B1,1.162,0.581,0.5,,reject_half
601001,2025-09-26,B,12.73,0.6,-0.0155,B1,4.257,4.257,1.0,0.0293,confirm_add
601601,2025-09-26,A,34.13,1.08,0.0108,B1,-1.0,-0.5,0.5,,stop_half
601877,2025-09-26,S,28.05,1.49,0.011,B1,-0.159,-0.159,1.0,0.0442,confirm_add
603393,2025-09-26,A,29.06,1.26,0.0377,B1,-0.183,-0.183,1.0,0.0134,confirm_add
603885,2025-09-26,S,13.43,0.52,0.0015,B1,-1.0,-1.0,1.0,0.0074,confirm_add
605507,2025-09-26,B,15.85,0.72,0.027,B1,-0.182,-0.182,1.0,0.0202,confirm_add
688596,2025-09-26,A,36.35,1.81,0.0455,B1,-1.0,-1.0,1.0,0.0198,confirm_add
000155,2025-09-29,S,10.33,0.5,0.0096,B1,2.94,2.94,1.0,0.041,confirm_add
000538,2025-09-29,A,56.27,1.71,-0.0113,B1,-0.755,-0.377,0.5,,reject_half
000623,2025-09-29,A,18.84,0.95,-0.0191,B1,1.865,1.865,1.0,0.015,confirm_add
000708,2025-09-29,S,12.44,0.61,0.0141,B1,3.272,3.272,1.0,0.0169,confirm_add
000776,2025-09-29,B,20.56,0.95,-0.0292,B1,1.206,1.206,1.0,0.0408,confirm_add
000885,2025-09-29,S,14.24,0.6,-0.0496,B1,0.052,0.052,1.0,0.0284,confirm_add
001376,2025-09-29,A,12.56,0.6,0.016,B1,-0.012,-0.012,1.0,0.0,confirm_add
001872,2025-09-29,A,19.93,0.71,0.0313,B1,-0.165,-0.165,1.0,0.0043,confirm_add
002039,2025-09-29,A,16.35,0.73,-0.0094,B1,2.017,2.017,1.0,0.022,confirm_add
002690,2025-09-29,B,20.1,0.96,0.0291,B1,-1.0,-0.5,0.5,,stop_half
002714,2025-09-29,B,52.83,2.11,0.0113,B1,-0.979,-0.49,0.5,,reject_half
002867,2025-09-29,A,12.93,0.55,0.008,B1,-1.0,-1.0,1.0,0.0007,confirm_add
002912,2025-09-29,B,27.35,1.31,0.0241,B1,3.344,3.344,1.0,0.0211,confirm_add
002978,2025-09-29,S,31.62,1.58,0.0224,B1,-0.691,-0.691,1.0,0.038,confirm_add
300595,2025-09-29,B,16.95,0.76,0.0288,B1,-0.61,-0.305,0.5,,reject_half
600009,2025-09-29,A,31.52,0.68,0.0022,B1,0.293,0.293,1.0,0.0196,confirm_add
600036,2025-09-29,A,39.82,1.67,0.0104,B1,-0.314,-0.157,0.5,,reject_half
600085,2025-09-29,A,33.75,0.67,0.007,B1,-0.185,-0.092,0.5,,reject_half
600132,2025-09-29,A,51.66,1.29,0.0022,B1,-0.705,-0.353,0.5,,reject_half
600197,2025-09-29,A,15.41,0.53,0.0305,B1,0.17,0.085,0.5,,reject_half
600285,2025-09-29,A,21.41,0.65,0.0216,B1,-0.448,-0.448,1.0,0.0004,confirm_add
600426,2025-09-29,A,20.25,0.9,0.0098,B1,-1.0,-1.0,1.0,0.0056,confirm_add
600587,2025-09-29,A,15.92,0.65,0.02,B1,-1.0,-1.0,1.0,0.0012,confirm_add
600739,2025-09-29,A,12.28,0.61,-0.0199,B1,0.273,0.273,1.0,0.0439,confirm_add
600803,2025-09-29,A,17.26,0.56,0.0163,B1,2.62,2.62,1.0,-0.0091,confirm_add
600885,2025-09-29,B,26.83,1.42,0.0041,B1,-0.793,-0.396,0.5,,reject_half
600900,2025-09-29,A,26.62,0.6,0.0158,B1,1.599,1.599,1.0,0.0018,confirm_add
600985,2025-09-29,A,12.62,0.51,0.0173,B1,1.01,1.01,1.0,0.0147,confirm_add
600993,2025-09-29,A,26.75,1.34,0.0296,B1,0.912,0.912,1.0,0.0144,confirm_add
601009,2025-09-29,A,10.84,0.55,0.0379,B1,0.399,0.399,1.0,0.0285,confirm_add
601066,2025-09-29,A,26.18,0.94,0.0049,B1,-0.572,-0.572,1.0,0.0004,confirm_add
601166,2025-09-29,A,19.53,0.73,0.0176,B1,-0.307,-0.154,0.5,,reject_half
601225,2025-09-29,A,20.19,0.84,0.0122,B1,2.821,2.821,1.0,0.0319,confirm_add
601318,2025-09-29,A,54.67,2.74,0.0235,B1,0.86,0.86,1.0,0.0036,confirm_add
601788,2025-09-29,A,18.8,0.95,-0.0126,B1,-0.417,-0.417,1.0,0.0074,confirm_add
601838,2025-09-29,A,16.8,0.61,0.0092,B1,-1.0,-1.0,1.0,0.0217,confirm_add
603043,2025-09-29,B,16.19,0.8,0.0665,B1,0.35,0.35,1.0,0.0118,confirm_add
603195,2025-09-29,A,43.16,1.49,0.0266,B1,-1.0,-1.0,1.0,-0.0131,confirm_add
603288,2025-09-29,A,38.7,1.55,-0.0173,B1,-0.599,-0.299,0.5,,reject_half
603345,2025-09-29,A,71.28,2.99,0.0454,B1,0.434,0.434,1.0,0.0015,confirm_add
605338,2025-09-29,B,23.31,1.13,0.0629,B1,2.402,2.402,1.0,0.018,confirm_add
688122,2025-09-29,B,58.78,2.91,0.0732,B1,5.705,5.705,1.0,0.2,limit_up_direct_add
000333,2025-09-30,A,70.77,2.31,0.0137,B1,0.448,0.448,1.0,-0.0001,confirm_add
000895,2025-09-30,A,24.6,0.86,0.0099,B1,-0.017,-0.009,0.5,,reject_half
000999,2025-09-30,A,27.38,0.79,0.0269,B1,0.983,0.983,1.0,-0.0003,confirm_add
002128,2025-09-30,S,22.08,1.03,0.0603,B1,2.201,2.201,1.0,0.0,confirm_add
002142,2025-09-30,A,26.0,1.13,0.0196,B1,1.755,1.755,1.0,0.0026,confirm_add
002318,2025-09-30,A,22.16,1.17,0.0804,B1,1.448,1.448,1.0,0.0008,limit_up_direct_add
002352,2025-09-30,A,40.17,1.15,0.0178,B1,0.061,0.03,0.5,,reject_half
002541,2025-09-30,A,18.62,0.82,-0.0089,B1,-1.0,-1.0,1.0,0.0221,confirm_add
300102,2025-09-30,B,12.57,0.63,0.008,B1,-1.0,-0.5,0.5,,stop_half
300171,2025-09-30,A,14.6,0.71,0.0253,B1,3.134,3.134,1.0,0.0089,confirm_add
300235,2025-09-30,B,11.84,0.58,-0.0175,B1,11.147,11.147,1.0,-0.0081,confirm_add
600030,2025-09-30,A,28.29,0.84,-0.0084,B1,0.01,0.01,1.0,0.001,confirm_add
600312,2025-09-30,A,15.57,0.69,0.0518,B1,4.757,4.757,1.0,0.0017,confirm_add
600406,2025-09-30,A,22.57,1.15,0.0183,B1,1.442,1.442,1.0,0.0064,confirm_add
600511,2025-09-30,A,28.39,0.76,0.0375,B1,0.439,0.219,0.5,,reject_half
600600,2025-09-30,A,63.98,1.27,0.0128,B1,-1.0,-1.0,1.0,0.0042,confirm_add
600763,2025-09-30,S,44.69,1.63,0.0011,B1,-0.767,-0.383,0.5,,reject_half
601628,2025-09-30,A,37.89,1.28,-0.0005,B1,3.485,3.485,1.0,0.001,confirm_add
603033,2025-09-30,B,12.21,0.55,0.0284,B1,-1.0,-0.5,0.5,,stop_half
603358,2025-09-30,B,42.33,1.69,0.0418,B1,-1.0,-0.5,0.5,,stop_half
603396,2025-09-30,A,29.21,1.21,0.058,B1,-1.0,-0.5,0.5,,stop_half
603833,2025-09-30,A,51.4,2.45,0.012,B1,-0.358,-0.179,0.5,,reject_half
688435,2025-09-30,B,36.79,1.76,0.0745,B1,4.864,4.864,1.0,0.2,limit_up_direct_add
688689,2025-09-30,B,28.49,1.42,0.0132,B1,-1.0,-0.5,0.5,,stop_half
000028,2025-10-09,A,22.47,0.58,0.0044,B1,-0.146,-0.073,0.5,,reject_half
000400,2025-10-09,A,23.8,1.19,0.0484,B1,2.289,1.144,0.5,,reject_half
000513,2025-10-09,B,37.49,1.47,0.0052,B1,-1.0,-0.5,0.5,,stop_half
000528,2025-10-09,B,11.02,0.56,0.056,B1,0.862,0.862,1.0,0.0383,confirm_add
000651,2025-10-09,A,39.47,1.21,0.0007,B1,-1.0,-1.0,1.0,0.0042,confirm_add
000792,2025-10-09,S,20.77,0.89,-0.0187,B1,4.91,4.91,1.0,0.0045,confirm_add
000833,2025-10-09,A,13.98,0.73,-0.0296,B1,-1.0,-0.5,0.5,,stop_half
002001,2025-10-09,A,23.17,0.78,-0.0104,B1,-0.268,-0.134,0.5,,reject_half
002304,2025-10-09,A,66.78,2.32,0.0077,B1,0.318,0.318,1.0,0.0169,confirm_add
002601,2025-10-09,B,18.88,0.92,0.0206,B1,0.587,0.293,0.5,,reject_half
002841,2025-10-09,A,39.81,2.08,0.0814,B1,0.294,0.294,1.0,0.0145,limit_up_direct_add
002895,2025-10-09,A,25.43,1.33,0.0167,B1,2.981,1.491,0.5,,reject_half
003005,2025-10-09,B,22.24,1.09,0.0097,B1,-1.0,-1.0,1.0,0.0284,confirm_add
300596,2025-10-09,B,35.49,1.8,0.0034,B1,2.25,2.25,1.0,0.0227,confirm_add
600109,2025-10-09,A,10.14,0.53,0.0049,B1,-0.063,-0.031,0.5,,reject_half
600188,2025-10-09,A,13.68,0.66,0.0286,B1,2.478,2.478,1.0,0.0228,confirm_add
600309,2025-10-09,A,64.43,2.97,0.0,B1,-0.237,-0.118,0.5,,reject_half
600372,2025-10-09,A,12.29,0.61,-0.0087,B1,-0.089,-0.089,1.0,0.0111,confirm_add
600535,2025-10-09,A,15.93,0.79,-0.0031,B1,-0.184,-0.092,0.5,,reject_half
601126,2025-10-09,A,18.18,0.96,0.1001,B1,14.648,14.648,1.0,0.0364,limit_up_direct_add
601156,2025-10-09,A,15.43,0.51,0.0114,B1,-0.752,-0.376,0.5,,reject_half
601211,2025-10-09,A,18.48,0.61,0.0134,B1,-0.278,-0.139,0.5,,reject_half
603062,2025-10-09,B,50.98,2.48,-0.0042,B1,0.505,0.253,0.5,,reject_half
603191,2025-10-09,A,16.06,0.81,0.0433,B1,0.369,0.185,0.5,,reject_half
688349,2025-10-09,B,21.64,1.1,-0.012,B1,-1.0,-1.0,1.0,0.0065,confirm_add
000423,2025-10-10,A,46.82,1.53,-0.0031,B1,-0.208,-0.104,0.5,,reject_half
000729,2025-10-10,A,12.03,0.6,0.0107,B1,-1.0,-1.0,1.0,0.0415,confirm_add
000815,2025-10-10,A,12.71,0.64,0.017,B1,-0.469,-0.234,0.5,,reject_half
000902,2025-10-10,S,14.81,0.75,0.0609,B1,1.452,1.452,1.0,0.0293,confirm_add
002007,2025-10-10,A,15.29,0.5,-0.0018,B1,1.113,1.113,1.0,0.0098,confirm_add
002151,2025-10-10,A,30.36,1.46,-0.0139,B1,-0.603,-0.301,0.5,,reject_half
002423,2025-10-10,A,13.25,0.64,0.024,B1,-0.286,-0.143,0.5,,reject_half
002557,2025-10-10,A,21.0,0.99,0.0219,B1,-0.123,-0.061,0.5,,reject_half
002852,2025-10-10,B,11.57,0.5,0.0122,B1,-0.422,-0.211,0.5,,reject_half
002945,2025-10-10,A,16.58,0.66,0.0469,B1,0.553,0.276,0.5,,reject_half
300001,2025-10-10,A,25.67,1.15,-0.0255,B1,4.371,4.371,1.0,0.0427,confirm_add
300036,2025-10-10,A,17.28,0.89,0.0064,B1,-0.216,-0.108,0.5,,reject_half
300294,2025-10-10,A,25.1,0.99,0.0191,B1,-0.336,-0.168,0.5,,reject_half
300351,2025-10-10,B,17.79,0.85,-0.0107,B1,-1.0,-1.0,1.0,0.0227,confirm_add
300498,2025-10-10,A,18.55,0.96,0.0011,B1,-0.395,-0.198,0.5,,reject_half
300770,2025-10-10,S,45.01,2.23,0.0252,B1,-0.11,-0.11,1.0,0.0085,confirm_add
300999,2025-10-10,A,31.7,0.94,0.0262,B1,-0.571,-0.285,0.5,,reject_half
600031,2025-10-10,A,20.99,0.99,-0.0039,B1,0.939,0.939,1.0,0.0074,confirm_add
600088,2025-10-10,A,16.76,0.51,0.0645,B1,-0.613,-0.613,1.0,0.0,confirm_add
600096,2025-10-10,A,25.38,1.26,0.001,B1,6.186,6.186,1.0,0.0056,confirm_add
600129,2025-10-10,A,22.16,0.68,0.0005,B1,-1.0,-1.0,1.0,0.0127,confirm_add
600298,2025-10-10,A,39.64,1.8,0.0029,B1,-1.0,-1.0,1.0,0.0114,confirm_add
600332,2025-10-10,A,25.33,0.68,0.0215,B1,1.347,1.347,1.0,0.005,confirm_add
600346,2025-10-10,A,16.73,0.85,-0.0255,B1,-0.148,-0.074,0.5,,reject_half
600546,2025-10-10,A,9.91,0.5,-0.0165,B1,2.883,2.883,1.0,0.0512,confirm_add
600612,2025-10-10,A,49.63,2.12,0.0412,B1,-1.0,-0.5,0.5,,stop_half
600741,2025-10-10,A,19.39,0.82,0.0372,B1,-0.509,-0.255,0.5,,reject_half
600926,2025-10-10,A,14.99,0.6,0.0135,B1,0.459,0.459,1.0,0.0216,confirm_add
601021,2025-10-10,A,53.12,2.22,0.0194,B1,0.817,0.817,1.0,0.0168,confirm_add
601607,2025-10-10,A,17.94,0.69,0.0049,B1,-0.409,-0.205,0.5,,reject_half
601898,2025-10-10,A,11.82,0.56,0.0017,B1,5.214,5.214,1.0,0.0277,confirm_add
603505,2025-10-10,S,17.28,0.81,0.0052,B1,2.779,2.779,1.0,-0.0255,confirm_add
603895,2025-10-10,B,31.32,1.47,0.0617,B1,-1.0,-0.5,0.5,,stop_half
603899,2025-10-10,S,26.68,0.94,0.0149,B1,-0.271,-0.135,0.5,,reject_half
688058,2025-10-10,A,30.12,1.58,0.0187,B1,0.525,0.525,1.0,0.0033,confirm_add
688139,2025-10-10,S,32.84,1.59,-0.016,B1,0.866,0.866,1.0,0.0252,confirm_add
688523,2025-10-10,A,23.49,1.18,0.0138,B1,-1.0,-1.0,1.0,0.0,confirm_add
688620,2025-10-10,B,12.82,0.58,-0.0401,B1,-1.0,-0.5,0.5,,stop_half
688739,2025-10-10,A,27.4,0.88,0.0122,B1,-0.225,-0.112,0.5,,reject_half
000786,2025-10-13,A,23.84,1.27,0.0087,B1,-1.0,-1.0,1.0,0.0119,confirm_add
002362,2025-10-13,A,24.01,0.96,-0.0318,B1,-1.0,-0.5,0.5,,stop_half
002637,2025-10-13,A,10.25,0.5,-0.0143,B1,2.628,2.628,1.0,0.0184,confirm_add
300015,2025-10-13,A,12.59,0.65,0.0112,B1,-0.451,-0.226,0.5,,reject_half
300122,2025-10-13,B,21.24,0.96,0.028,B1,-0.458,-0.229,0.5,,reject_half
300161,2025-10-13,A,29.63,1.47,-0.0255,B1,-0.789,-0.395,0.5,,reject_half
300181,2025-10-13,A,17.92,0.91,-0.0081,B1,-1.0,-1.0,1.0,0.0421,confirm_add
301179,2025-10-13,B,16.75,0.77,-0.0151,B1,-1.0,-1.0,1.0,0.0063,confirm_add
600007,2025-10-13,A,19.5,0.73,-0.0034,B1,-0.163,-0.081,0.5,,reject_half
600012,2025-10-13,A,13.2,0.67,0.0425,B1,2.621,2.621,1.0,0.0055,confirm_add
600038,2025-10-13,A,36.2,1.43,0.0355,B1,-0.182,-0.182,1.0,0.0093,confirm_add
600062,2025-10-13,A,18.74,0.87,-0.0042,B1,-0.472,-0.236,0.5,,reject_half
600066,2025-10-13,A,27.97,1.15,-0.0273,B1,-1.0,-1.0,1.0,0.028,confirm_add
600295,2025-10-13,A,9.5,0.5,0.0407,B1,1.394,0.697,0.5,,reject_half
600323,2025-10-13,S,26.83,0.9,-0.0173,B1,2.313,2.313,1.0,0.0158,confirm_add
600377,2025-10-13,A,12.56,0.67,0.0292,B1,1.188,1.188,1.0,-0.0052,confirm_add
600378,2025-10-13,A,29.98,1.43,-0.0157,B1,-0.504,-0.252,0.5,,reject_half
600506,2025-10-13,A,15.25,0.68,0.0306,B1,8.092,8.092,1.0,0.0158,confirm_add
600566,2025-10-13,A,23.48,0.93,0.0085,B1,1.931,1.931,1.0,0.0144,confirm_add
600585,2025-10-13,A,22.88,1.09,0.0034,B1,-0.114,-0.114,1.0,0.0247,confirm_add
600754,2025-10-13,A,23.19,0.77,0.0999,B1,1.851,0.926,0.5,,no_confirm_space
600886,2025-10-13,A,13.03,0.5,0.0281,B1,2.317,2.317,1.0,0.0042,confirm_add
600887,2025-10-13,A,26.74,1.25,0.0359,B1,0.095,0.048,0.5,,no_confirm_space
600958,2025-10-13,A,10.45,0.51,-0.0009,B1,0.357,0.357,1.0,0.0132,confirm_add
601001,2025-10-13,A,12.73,0.6,0.0382,B1,5.584,5.584,1.0,0.0077,confirm_add
601601,2025-10-13,A,34.13,1.08,0.0309,B1,0.541,0.541,1.0,0.025,confirm_add
601698,2025-10-13,A,21.11,0.84,0.0056,B1,-1.0,-1.0,1.0,0.0037,confirm_add
601877,2025-10-13,A,28.05,1.49,-0.0089,B1,3.381,3.381,1.0,0.0087,confirm_add
601878,2025-10-13,A,11.64,0.6,0.0146,B1,-0.362,-0.181,0.5,,reject_half
603260,2025-10-13,S,50.18,2.38,0.0076,B1,-1.0,-1.0,1.0,0.0205,confirm_add
603393,2025-10-13,A,29.05,1.4,0.0317,B1,0.421,0.211,0.5,,reject_half
603871,2025-10-13,B,12.49,0.5,-0.0119,B1,2.383,2.383,1.0,0.0065,confirm_add
603885,2025-10-13,A,13.52,0.61,0.0676,B1,-1.0,-1.0,1.0,0.0036,confirm_add
603919,2025-10-13,B,20.22,0.8,0.0137,B1,-0.454,-0.227,0.5,,reject_half
603998,2025-10-13,B,11.84,0.58,0.0084,B1,-0.294,-0.294,1.0,0.025,confirm_add
605507,2025-10-13,B,15.91,0.65,-0.0107,B1,0.422,0.422,1.0,0.0228,confirm_add
688334,2025-10-13,S,19.73,1.04,-0.0156,B1,1.459,1.459,1.0,0.0427,confirm_add
688631,2025-10-13,B,83.21,2.84,-0.0606,B1,-0.463,-0.232,0.5,,reject_half
688651,2025-10-13,B,27.87,1.31,-0.024,B1,-1.0,-1.0,1.0,0.0179,confirm_add
688819,2025-10-13,A,31.29,1.18,-0.027,B1,-1.0,-0.5,0.5,,stop_half
000538,2025-10-14,A,56.27,1.83,-0.0113,B1,-0.705,-0.353,0.5,,reject_half
000623,2025-10-14,S,18.84,0.95,0.0273,B1,0.906,0.453,0.5,,reject_half
000708,2025-10-14,S,12.44,0.61,0.0212,B1,1.206,0.603,0.5,,reject_half
000776,2025-10-14,B,20.56,0.95,0.0519,B1,2.273,1.136,0.5,,reject_half
000885,2025-10-14,S,14.24,0.6,0.0117,B1,0.682,0.341,0.5,,reject_half
001872,2025-10-14,A,20.09,0.91,-0.0154,B1,-0.337,-0.168,0.5,,reject_half
002032,2025-10-14,A,46.22,1.87,0.0004,B1,-0.169,-0.085,0.5,,reject_half
002039,2025-10-14,S,17.06,0.69,-0.0067,B1,1.817,1.817,1.0,0.0022,confirm_add
002078,2025-10-14,A,14.2,0.63,0.0154,B1,-0.462,-0.231,0.5,,reject_half
002380,2025-10-14,A,27.16,1.25,0.0028,B1,-0.458,-0.229,0.5,,reject_half
002690,2025-10-14,S,20.23,0.92,0.0398,B1,-1.0,-0.5,0.5,,stop_half
300136,2025-10-14,A,26.69,1.36,0.1131,B1,4.438,4.438,1.0,-0.0925,limit_up_direct_add
300142,2025-10-14,B,11.63,0.54,0.0379,B1,0.826,0.413,0.5,,reject_half
300595,2025-10-14,A,16.95,0.76,0.013,B1,0.011,0.006,0.5,,no_confirm_space
301365,2025-10-14,A,19.21,0.99,0.2,B1,3.271,3.271,1.0,0.1148,limit_up_direct_add
600009,2025-10-14,A,31.53,0.87,0.0022,B1,1.865,1.865,1.0,0.0196,confirm_add
600036,2025-10-14,A,39.44,1.86,0.0104,B1,-0.078,-0.039,0.5,,reject_half
600132,2025-10-14,A,51.62,1.16,0.0022,B1,-0.75,-0.375,0.5,,reject_half
600285,2025-10-14,A,21.78,1.13,0.0035,B1,0.138,0.138,1.0,0.0066,confirm_add
