mode,code,date,grade,PT,TY,DN,DL,LK,SF,close,trigger,stop,risk,prbook_warn,triggered_5d,entry_5d,exit_5d,exit_date_5d,stopped_5d,r_5d,triggered_10d,entry_10d,exit_10d,exit_date_10d,stopped_10d,r_10d,triggered_20d,entry_20d,exit_20d,exit_date_20d,stopped_20d,r_20d,vol_ratio,mom20
prebreak,000858,2012-02-15,S,S,A,C,S,S,A,22.6247,22.82,21.86,0.96,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.4382,0.101374279245469
prebreak,600600,2012-02-17,S,S,A,C,S,S,A,26.4888,25.77,24.42,1.35,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.131,0.0521282876686186
prebreak,601601,2012-02-23,S,S,A,C,S,S,A,13.6077,13.73,13.09,0.64,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.0666,-0.0062593066932727
prebreak,601628,2012-03-09,S,S,A,C,S,S,A,13.9877,15.43,14.76,0.67,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,2.2239,0.171972712313988
prebreak,000858,2012-03-21,S,S,A,C,S,S,A,24.4146,24.22,22.93,1.29,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,0.5275,0.0669924081508757
prebreak,601601,2012-03-22,S,S,A,C,S,S,A,12.45,12.99,12.35,0.64,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.2283,0.0021260781509531
prebreak,000423,2012-03-27,S,S,A,C,S,S,A,30.8863,32.05,30.4,1.65,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.1826,0.1328075797165455
prebreak,600508,2012-03-30,S,S,A,C,S,S,A,10.3829,11.88,11.27,0.61,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,11.88,11.27,2012-05-15,1,-1.0142,2.674,0.052994941655341
prebreak,000538,2012-04-05,S,S,A,C,S,S,A,17.2378,18.17,17.4,0.77,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,1,18.17,17.6427,2012-05-09,0,-0.7023,1.9309,0.0669253754020895
prebreak,000423,2012-04-06,S,S,A,C,S,S,A,29.9742,30.3,28.89,1.41,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,0.6298,-0.0376994278502225
prebreak,000869,2012-04-12,S,S,A,C,S,S,A,55.5958,62.79,60.03,2.76,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,,
prebreak,000878,2012-04-12,S,S,A,C,S,S,A,14.7323,14.77,14.18,0.59,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,0.9949,-0.0940938689477381
prebreak,600875,2012-04-12,S,S,A,C,S,S,A,18.0274,18.25,17.38,0.87,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.1241,-0.0738068767783582
prebreak,000858,2012-04-16,S,S,A,C,S,S,A,23.2756,23.88,22.74,1.14,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.2608,-0.0147852250657958
prebreak,000878,2012-04-19,S,S,A,C,S,S,A,15.0342,15.18,14.6,0.58,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.2197,-0.0170134624187925
prebreak,600875,2012-04-19,S,S,A,C,S,S,A,18.3233,18.47,17.67,0.8,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.183,-0.0066986808809947
prebreak,601001,2012-04-19,S,S,A,C,S,S,A,10.3193,10.54,10.02,0.52,,1,10.54,10.5771,2012-04-26,0,0.0559,1,10.54,11.0146,2012-05-07,0,0.8967,1,10.54,10.02,2012-05-18,1,-1.0148,2.4275,-0.0093625110369702
prebreak,002299,2012-04-20,S,S,A,C,S,S,A,11.0102,11.2,10.7,0.5,,1,11.2,10.8131,2012-04-27,0,-0.7904,1,11.2,11.033,2012-05-02,0,-0.3508,1,11.2,11.033,2012-05-02,0,-0.3508,1.8765,0.0067285081732322
prebreak,000858,2012-04-24,S,S,A,C,S,S,A,23.3027,23.67,22.58,1.09,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.2608,-0.0234491740915989
prebreak,600508,2012-04-26,S,S,A,C,S,S,A,11.3971,11.24,10.71,0.53,,1,11.24,11.8415,2012-05-08,0,1.1181,1,11.24,11.3448,2012-05-15,0,0.1816,1,11.24,11.24,2012-05-15,1,-0.0161,2.674,-0.0037320585685156
prebreak,600875,2012-04-26,S,S,A,C,S,S,A,18.3726,18.5,17.56,0.94,,1,18.5,18.5041,2012-05-07,0,-0.0106,1,18.5,18.1013,2012-05-14,0,-0.4388,1,18.5,17.56,2012-05-21,1,-1.0143,1.545,0.0323380910569834
prebreak,000858,2012-05-03,S,S,A,C,S,S,A,24.557,23.67,22.58,1.09,,1,23.67,24.1299,2012-05-10,0,0.4051,1,23.67,23.5563,2012-05-17,0,-0.1208,1,23.67,22.58,2012-05-24,1,-1.0159,1.775,0.0322794803733097
prebreak,000858,2012-05-10,S,S,A,C,S,S,A,24.1299,23.67,22.58,1.09,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,0.8857,0.0211082780411038
prebreak,600875,2012-05-14,S,S,A,C,S,S,A,18.1013,18.67,17.72,0.95,,0,0.0,0.0,,0,0.0,1,18.67,18.3233,2012-05-29,0,-0.3797,1,18.67,18.2822,2012-05-31,0,-0.4229,2.6911,0.016186703159172
prebreak,000858,2012-05-17,S,S,A,C,S,S,A,23.5563,24.53,23.46,1.07,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,4.7237,0.0957227240162366
prebreak,601318,2012-05-17,S,S,A,C,S,S,A,13.6655,13.63,12.93,0.7,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.0779,0.0222351758524899
prebreak,000423,2012-05-22,S,S,A,C,S,S,A,28.5555,28.83,27.86,0.97,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.2831,-0.0304469432292647
prebreak,000538,2012-05-22,S,S,A,C,S,S,A,18.1928,18.37,17.64,0.73,,0,0.0,0.0,,0,0.0,1,18.37,18.4904,2012-06-05,0,0.1457,1,18.37,21.7789,2012-07-11,0,4.6477,2.4208,0.0085884770865842
prebreak,000869,2012-05-22,S,S,A,C,S,S,A,58.2926,58.53,56.34,2.19,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,,
prebreak,600875,2012-05-22,S,S,A,C,S,S,A,18.0274,18.29,17.47,0.82,,1,18.29,18.3233,2012-05-29,0,0.0236,1,18.29,17.5506,2012-06-05,0,-0.9181,1,18.29,17.47,2012-06-07,1,-1.0163,2.6911,-0.0044962613400507
prebreak,000869,2012-05-29,S,S,A,C,S,S,A,56.8666,58.59,56.34,2.25,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,,
prebreak,601088,2012-05-29,S,S,A,C,S,S,A,10.4116,10.48,9.98,0.5,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,2.5279,0.2773130745149927
prebreak,601318,2012-05-31,S,S,A,C,S,S,A,13.5011,13.78,13.18,0.6,,0,0.0,0.0,,0,0.0,1,13.78,14.5454,2012-06-14,0,1.2574,1,13.78,13.78,2012-08-13,1,-0.0175,2.5024,0.0374975728183228
prebreak,601088,2012-06-05,S,S,A,C,S,S,A,9.908,10.48,9.98,0.5,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,2.5279,0.2773130745149927
prebreak,000063,2012-06-08,S,S,A,C,S,S,A,10.4266,11.38,10.79,0.59,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,2.8266,0.2209697681615909
prebreak,601628,2012-06-11,S,S,A,C,S,S,A,13.4623,13.62,13.11,0.51,,1,13.62,14.3598,2012-06-18,0,1.4294,1,13.62,14.0633,2012-06-26,0,0.8484,1,13.62,16.0266,2012-07-19,1,4.6955,2.9763,-0.0344706987080093
prebreak,601601,2012-06-15,S,S,A,C,S,S,A,14.0126,13.1,12.5,0.6,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,0.721,-0.0186046146645776
prebreak,601628,2012-06-18,S,S,A,C,S,S,A,14.3598,13.62,13.11,0.51,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,0.5191,-0.0306694022462298
prebreak,000581,2012-07-02,S,S,A,C,S,S,A,10.1977,12.23,11.73,0.5,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.022,0.1860733110298909
prebreak,600893,2012-07-02,S,S,A,C,S,S,A,12.261,13.42,12.85,0.57,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,3.166,0.3561260656217642
prebreak,601601,2012-07-02,S,S,A,C,S,S,A,14.4809,14.37,13.79,0.58,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.3662,0.1189634512894273
prebreak,601808,2012-07-03,S,S,A,C,S,S,A,14.4447,14.47,13.74,0.73,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.186,0.0377112398217294
prebreak,601601,2012-08-06,S,S,A,C,S,S,A,14.1272,14.31,13.69,0.62,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.8648,0.2871175638098713
prebreak,000422,2012-09-03,S,S,A,C,S,S,A,10.9051,11.82,11.22,0.6,,0,0.0,0.0,,0,0.0,1,11.82,11.6101,2012-09-14,0,-0.3646,1,11.82,11.6101,2012-09-14,0,-0.3646,2.5211,0.0261733810914051
prebreak,601888,2012-09-03,S,S,A,C,S,S,A,11.8161,12.57,11.92,0.65,,1,12.57,12.5403,2012-09-10,0,-0.0603,1,12.57,12.5576,2012-09-11,0,-0.0338,1,12.57,12.5576,2012-09-11,0,-0.0338,2.1833,-0.0135718896960275
prebreak,000538,2012-09-05,S,S,A,C,S,S,A,20.3321,20.67,19.63,1.04,,1,20.67,21.5187,2012-09-12,0,0.8004,1,20.67,21.366,2012-09-19,0,0.6537,1,20.67,21.47,2012-10-30,1,0.7536,1.9491,-0.0457487245404092
prebreak,601888,2012-09-10,S,S,A,C,S,S,A,12.5403,12.57,11.92,0.65,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,0.8471,-0.0152375906590535
prebreak,000538,2012-09-12,S,S,A,C,S,S,A,21.5187,20.67,19.63,1.04,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,0.4599,-0.0543824265564722
prebreak,002140,2012-09-12,S,S,A,C,S,S,A,18.0868,17.76,16.92,0.84,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,0.5919,0.0268275090049343
prebreak,600547,2012-09-14,S,S,A,C,S,S,A,19.023,17.05,16.24,0.81,,1,17.05,19.977,2012-09-21,0,3.5953,1,17.05,20.001,2012-09-28,0,3.6249,1,17.05,17.2,2012-11-16,1,0.1691,1.7393,0.0167112302553658
prebreak,000538,2012-09-19,S,S,A,C,S,S,A,21.366,21.63,20.83,0.8,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,0.8084,0.0564440761319724
prebreak,002313,2012-09-21,S,S,A,C,S,S,A,16.8256,17.65,16.81,0.84,,0,0.0,0.0,,0,0.0,0,0.0,0.0,,0,0.0,0,,,,0,,1.8164,0.3427630215238435
